Dự án,Đường/Phố,Phường/Xã,Quận/Huyện,Phân loại quận,Loại tin,Mã tin,Diện tích,Mức giá,Hướng nhà,Hướng ban công,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Loại hình chung cư,Nhóm 1-Trường học,Nhóm 1- Chợ/Siêu thị,Nhóm 1-Bệnh viện,Nhóm 2-Công viên,Nhóm 2-Bể bơi,Nhóm 2-Gym,Slot ô tô,Nhà thoáng,Hiện đại,Bán gấp,Lô góc,Hỗ trợ vay,Tầng
Hà Nội Paragon,Trần Quốc Vượng,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39194113,90.0,54.4,Đông - Bắc,Tây - Nam,2.0,2.0,Đang chờ sổ.,"Đầy đủ bàn giao cơ bản bao gồm: Sàn gỗ, trần thạch cao, thiết bị chiếu sáng, hệ điều hoà âm trần 2 chiều, full thiết bị vệ sinh, bình nóng lạnh.",Chung cư,0,1,0,1,1,0,0,1,1,0,0,1,
Nhà tập thể Đường Láng,Láng,Nghĩa Đô,Cầu Giấy,Nội thành,Tin thường,39151335,60.0,30.0,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Nhà tập thể,1,1,0,0,0,0,0,0,0,0,0,0,
Vinhomes Ocean Park Gia Lâm,,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,39149085,55.0,34.2,Đông - Bắc,Tây - Nam,2.0,1.0,Nội thất liền tường đầy đủ,"Nội thất liền tường đầy đủ, đủ đồ để sử dụng.",Chung cư,0,0,0,1,0,0,0,1,0,0,0,0,
Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,38552144,95.0,54.7,Bắc,Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,1,1,0,0,0,0,Trung
Golden Land,Nguyễn Trãi,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,39205175,113.0,45.1,Tây - Bắc,Đông - Nam,2.0,2.0,"Sổ đỏ chính chủ, sẵn sàng giao dịch.",Full nội thất,Chung cư,1,0,0,1,1,0,1,0,0,0,0,0,
Vinhomes Green Bay Mễ Trì,Đại lộ Thăng Long,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,39152168,94.0,41.5,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,Trung
The Sapphire-Vinhomes Smart City,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,38832674,35.0,38.6,,,,,Sổ đỏ/ Sổ hồng.,Cơ bản.,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
D’. Le Roi Soleil,Xuân Diệu,Quảng An,Tây Hồ,Nội thành,Tin thường,38820832,88.0,94.3,Đông - Bắc,Tây - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
The Terra An Hưng,,Dương Nội,Hà Đông,Nội thành,Tin thường,38710085,74.0,47.3,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,0,1,0,1,1,0,0,0,0,
Ha Do Park View,Duy Tân,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,39205495,99.0,52.5,Đông - Bắc,Đông - Nam,2.0,2.0,,,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
IEC,,Tứ Hiệp,Thanh Trì,Ngoại thành,Tin thường,39025480,70.0,30.0,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Hồ Gươm Plaza,Trần Phú,Mỗ Lao,Hà Đông,Nội thành,Tin thường,38743830,135.0,34.4,,,3.0,2.0,Hợp đồng mua bán,Cơ bản,Chung cư,1,1,0,1,1,0,0,0,0,0,1,1,
Star Tower 283 Khương Trung,Khương Trung,Khương Trung,Thanh Xuân,Nội thành,Tin thường,38927203,100.0,39.5,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,0,1,1,1,0,0,0,0,0,Trung
Lumiere EverGreen Smart City,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39196608,106.0,69.8,,,3.0,2.0,,,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,Trung
Moonlight 1 - An Lạc Green Symphony,,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39176669,95.0,47.4,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,1,1,1,0,1,0,0,1,0,Trung
Vinhomes Ocean Park Gia Lâm,An Đào,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,39175953,43.1,38.3,Đông - Bắc,Tây - Nam,1.0,1.0,Đã có sổ đỏ.,Nguyên bản chủ đầu tư.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Chung cư mini Đường Võ Chí Công,Võ Chí Công,Xuân Đỉnh,Bắc Từ Liêm,Nội thành,Tin thường,39039276,50.0,22.0,,,2.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư mini,0,0,0,0,0,0,0,1,0,0,0,0,
Dolphin Plaza,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,32329883,75.0,50.7,,,2.0,2.0,Sổ đỏ/ Sổ hồng,NTCB,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
A10-A14 Nam Trung Yên,Nguyễn Chánh,Yên Hòa,Cầu Giấy,Nội thành,Tin thường,39192712,58.0,48.3,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,1,0,0,0,0,0,0,0,0,0,0,0,
Legend Tower 109 Nguyễn Tuân,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,38372654,107.0,61.7,Bắc,Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,1,0,0,0,0,0,
Green Pearl 378 Minh Khai,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,38825591,88.0,Thỏa thuận,,,3.0,2.0,Sổ hồng,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Sunshine City,,Đông Ngạc,Bắc Từ Liêm,Nội thành,Tin thường,39136301,96.0,53.1,Nam,Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Epic Tower,Duy Tân,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,35230562,90.0,Thỏa thuận,Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,0,0,1,1,1,0,0,1,
Sun Grand City,Thụy Khuê,Thụy Khuê,Tây Hồ,Nội thành,Tin VIP Bạc,38230181,150.0,108.0,,,3.0,2.0,,,Chung cư,0,0,0,0,0,0,0,0,1,0,1,0,
Hà Nội Paragon,,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,38405021,139.0,48.9,,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,1,1,0,1,1,1,1,1,0,0,0,
Bắc Hà Fodacon,Nguyễn Trãi,Mỗ Lao,Hà Đông,Nội thành,Tin thường,38956234,110.0,30.9,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,1,0,0,0,0,0,0,0,0,1,0,
Tòa nhà 197 Trần Phú,Trần Phú,Văn Quán,Hà Đông,Nội thành,Tin thường,39183195,132.0,28.5,Đông - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
Diamond Flower Tower,Lê Văn Lương,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,39139805,115.0,61.7,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,Cao
Royal City,Nguyễn Trãi,Thượng Đình,Thanh Xuân,Nội thành,Tin thường,36007198,105.0,52.4,,,2.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,1,1,1,0,0,0,
Mỹ Đình Plaza,Trần Bình,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39152694,100.0,41.5,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ.,Full.,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,Trung
Central Field Trung Kính,Trung Kính,Yên Hòa,Cầu Giấy,Nội thành,Tin thường,36440361,68.0,64.7,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Trung
HH3 Linh Đàm,Linh,Hoàng Liệt,Hoàng Mai,Nội thành,Tin thường,37143770,48.0,27.9,,,2.0,1.0,,Full hết nội thất.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,
ĐTM Dịch Vọng,Thành Thái,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,39169539,100.0,58.0,Bắc,Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,1,0,0,0,1,0,0,0,0,
Richland Southern,Xuân Thủy,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,38796643,92.0,44.6,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Times City - Park Hill,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,38806864,119.0,59.2,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Hà Nội Paragon,Trần Quốc Vượng,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin VIP Bạc,39194968,138.0,50.7,Đông - Bắc,Đông - Nam,3.0,2.0,,,Chung cư,0,0,0,0,0,0,0,1,1,0,1,1,
Eco Green City,Nguyễn Xiển,Tân Triều,Thanh Trì,Ngoại thành,Tin thường,39172692,95.0,42.1,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
KĐTM Dương Nội,Tố Hữu,Dương Nội,Hà Đông,Nội thành,Tin thường,36809546,62.0,34.7,Tây - Bắc,Đông - Nam,2.0,1.0,,,Chung cư,0,0,0,0,0,0,0,1,1,0,1,0,
Nhà tập thể Phố Láng Hạ,Láng Hạ,Láng Hạ,Đống Đa,Nội thành,Tin thường,39180983,110.0,31.6,,,3.0,,,,Nhà tập thể,1,1,0,0,0,0,0,1,0,0,0,0,Trung
Chung cư Đường Giải Phóng,Giải Phóng,Giáp Bát,Hoàng Mai,Nội thành,Tin thường,36250330,58.0,15.0,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Nội thất đầy đủ - về ở luôn,Chung cư,0,0,0,0,0,0,1,1,0,0,0,0,
Seasons Avenue,,Mỗ Lao,Hà Đông,Nội thành,Tin thường,39142948,105.0,47.6,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,1,0,0,0,0,0,
Times City - Park Hill,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,39151142,83.0,59.0,,,2.0,,,,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Nhà tập thể Đường Quốc Lộ 5,Quốc Lộ 5,Đức Giang,Long Biên,Nội thành,Tin thường,38485467,82.0,31.7,,,3.0,2.0,Sổ đỏ/ Sổ hồng,,Nhà tập thể,1,1,0,0,1,0,0,1,0,0,0,1,
KĐT Văn Phú,Lê Trọng Tấn,Phú La,Hà Đông,Nội thành,Tin thường,39174192,73.2,36.2,Đông - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
BRG Diamond Residence,Lê Văn Lương,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,38859040,105.0,61.9,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
D2 Giảng Võ,Giảng Võ,Giảng Võ,Ba Đình,Ngoại thành,Tin thường,39173154,134.0,67.2,,,3.0,2.0,,,Chung cư,0,1,0,0,0,0,0,1,1,0,1,0,
Eco Lake View,Đại Từ,Đại Kim,Hoàng Mai,Nội thành,Tin thường,39142854,75.0,42.7,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Trung
Hà Nội Paragon,,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39190992,138.0,52.9,,,3.0,2.0,,,Chung cư,0,1,0,0,1,0,0,0,0,0,0,0,
Việt Hưng,,Đức Giang,Long Biên,Nội thành,Tin thường,39132114,77.0,22.7,,,2.0,1.0,Sổ đỏ/ Sổ hồng,Cơ bản.,Chung cư,0,0,0,0,0,0,0,1,0,0,1,0,
Mỹ Đình I,Nguyễn Cơ Thạch,Cầu Diễn,Nam Từ Liêm,Nội thành,Tin thường,33226766,100.0,36.0,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,
Smile Building,Nguyễn Cảnh Dị,Đại Kim,Hoàng Mai,Nội thành,Tin thường,39206002,75.0,45.1,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Cao
CT4 Vimeco II,Nguyễn Chánh,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,38102328,130.0,50.0,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Vinhomes Symphony Riverside,,Việt Hưng,Long Biên,Nội thành,Tin thường,39140463,107.0,65.4,,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Cao
Imperia Sky Garden,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin VIP Vàng,36736749,105.21,45.0,Tây - Nam,Đông - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Mailand Hanoi City,Đại lộ Thăng Long,An Khánh,Hoài Đức,Ngoại thành,Tin thường,38970822,128.0,Thỏa thuận,,,,,,,Chung cư,0,0,0,0,0,1,1,0,0,0,0,0,
CT3 Tây Nam Linh Đàm,Linh,Hoàng Liệt,Hoàng Mai,Nội thành,Tin thường,39136788,86.0,34.9,Đông - Nam,Tây - Bắc,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Sunshine Riverside,,Phú Thượng,Tây Hồ,Nội thành,Tin thường,38972211,65.0,54.6,Nam,Đông,2.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,1,0,0,1,0,0,0,0,
Sky Central,Định Công,Định Công,Hoàng Mai,Nội thành,Tin thường,39180925,70.0,50.0,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,1,0,0,0,0,0,
Chung cư Đường Xuân Đỉnh,Xuân Đỉnh,Xuân Đỉnh,Bắc Từ Liêm,Nội thành,Tin thường,37160024,52.0,21.2,,,2.0,1.0,Hợp đồng mua bán,Cơ bản,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Hà Nội Paragon,,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,39143370,88.88,55.9,,,2.0,,,,Chung cư,1,1,0,1,0,0,0,1,0,0,0,1,
Park Hill Premium - Times City,Minh Khai,Vĩnh Tuy,Hai Bà Trưng,Nội thành,Tin thường,39205912,74.0,76.4,,,2.0,2.0,Sổ đỏ chính chủ.,Full nội thất,Chung cư,0,0,0,0,0,0,1,1,0,0,0,0,
Chung cư Đường Võng Thị,Võng Thị,Thụy Khuê,Tây Hồ,Nội thành,Tin thường,30291944,26.0,23.1,,,2.0,1.0,"Sổ đỏ PTCC, giấy phép XD, hợp đồng mua bán căn hộ, cam kết tách sổ.",,Chung cư,1,1,1,0,0,0,0,1,1,0,0,0,
6th Element,,Xuân La,Tây Hồ,Nội thành,Tin thường,39178510,83.0,Thỏa thuận,,,2.0,2.0,,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
PCC1 Triều Khúc,Triều Khúc,Thanh Xuân Nam,Thanh Xuân,Nội thành,Tin thường,39165803,60.0,55.8,Tây - Bắc,Tây - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Trung
KĐT Mễ Trì Hạ,Phạm Hùng,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,38802902,69.0,37.7,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,0,0,0,0,0,0,0,0,0,0,0,
An Bình City,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,Nội thành,Tin thường,39132265,90.0,50.0,Bắc,Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
An Bình City,Phạm Văn Đồng,Cổ Nhuế 1,Bắc Từ Liêm,Nội thành,Tin thường,37932365,83.0,54.2,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,1,1,1,1,1,0,0,0,
Sudico Mỹ Đình,Phạm Hùng,Mỹ Đình 1,Nam Từ Liêm,Nội thành,Tin thường,39148156,90.0,35.6,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
HH4 Linh Đàm,Linh,Hoàng Liệt,Hoàng Mai,Nội thành,Tin thường,39179911,46.0,30.9,,,2.0,1.0,Hợp đồng mua bán,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Golden Field Mỹ Đình,,Cầu Diễn,Nam Từ Liêm,Nội thành,Tin thường,38999390,148.4,51.5,Tây - Bắc,Đông - Nam,4.0,4.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,Cao
BRG Diamond Residence,Lê Văn Lương,Nhân Chính,Thanh Xuân,Nội thành,Tin thường,39045073,105.0,61.9,,,3.0,2.0,Hợp đồng mua bán,Cơ bản,Chung cư,1,1,0,0,1,0,1,1,1,0,0,1,
The Golden An Khánh 32T,,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39197233,70.0,35.7,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,1,0,0,1,1,
Eurowindow River Park,5,Đông Hội,Đông Anh,Ngoại thành,Tin thường,39184877,85.0,32.9,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ hồng lâu dài,Full nội thất cao cấp,Chung cư,0,1,0,0,1,1,0,1,1,0,0,0,
Park Kiara,Lê Trọng Tấn,La Khê,Hà Đông,Nội thành,Tin thường,38990263,93.0,62.4,Tây - Nam,Đông - Bắc,3.0,2.0,Hợp đồng mua bán,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,1,Trung
Hancom 603 Lạc Long Quân,Lạc Long Quân,Xuân La,Tây Hồ,Nội thành,Tin thường,36360173,145.0,Thỏa thuận,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Home City - Trung Kính Complex,Trung Kính,Yên Hòa,Cầu Giấy,Nội thành,Tin thường,38970966,72.0,54.2,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
IA20 Ciputra,,Đông Ngạc,Bắc Từ Liêm,Nội thành,Tin thường,39186321,108.0,47.7,Tây - Bắc,Đông - Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Chung cư 622 Minh Khai,,,Hai Bà Trưng,Nội thành,Tin thường,38627037,68.0,Thỏa thuận,,,2.0,2.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,
HH2 Bắc Hà,Tố Hữu,Trung Văn,Nam Từ Liêm,Nội thành,Tin thường,39148486,200.0,27.5,Đông - Bắc,Đông - Nam,4.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
The Wisteria,32,Di Trạch,Hoài Đức,Ngoại thành,Tin thường,38992435,174.0,28.7,,,3.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,0,0,1,0,1,0,1,1,0,0,0,
Viha Complex,Nguyễn Tuân,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,38880586,72.0,63.9,Tây,Đông,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,0,1,0,1,1,1,1,0,1,0,0,1,
The Canopy Residences - Vinhomes Smart City,,Tây Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39167846,67.0,Thỏa thuận,,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Cơ bản,Chung cư,1,0,1,1,1,1,1,1,1,0,1,1,Cao
Golden Field Mỹ Đình,Nguyễn Cơ Thạch,Cầu Diễn,Nam Từ Liêm,Nội thành,Tin thường,39135251,120.0,39.2,Tây,Nam,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,Trung
Bohemia Residence,Nguyễn Huy Tưởng,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,39135220,85.0,51.8,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Grand Sunlake,Trần Phú,Văn Quán,Hà Đông,Nội thành,Tin thường,38679164,91.0,38.0,Tây - Bắc,Đông - Nam,2.0,2.0,Hợp đồng mua bán,Đầy đủ,Chung cư,1,1,0,1,1,1,1,1,0,0,0,0,Trung
Vinhomes Ocean Park Gia Lâm,,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,39207130,54.4,Thỏa thuận,,,2.0,1.0,,,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
KĐT Xa La,Phùng Hưng,Phúc La,Hà Đông,Nội thành,Tin thường,38739958,69.8,26.5,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Tòa nhà 197 Trần Phú,Trần Phú,Văn Quán,Hà Đông,Nội thành,Tin thường,39060438,90.0,Thỏa thuận,Tây - Nam,Đông - Nam,2.0,2.0,Sổ đỏ,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Chung cư mini Đường Xuân La,Xuân La,Xuân Tảo,Bắc Từ Liêm,Nội thành,Tin thường,28220375,26.0,20.4,,,1.0,1.0,,"Sàn gỗ hoặc gạch, trần thạch cao, bếp, tủ bếp trên dưới, máy hút mùi, bình nóng lạnh, thiết bị chiếu sáng, thiết bị vệ sinh.",Chung cư mini,1,1,0,0,0,0,1,0,1,0,0,0,
Happy Star Tower,,Giang Biên,Long Biên,Nội thành,Tin thường,37524583,76.0,30.5,Đông - Bắc,Tây - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng.,Full đồ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Masteri Water Front,Quốc Lộ 5B,Đa Tốn,Gia Lâm,Ngoại thành,Tin thường,38575053,63.3,56.1,Đông - Nam,Đông - Nam,3.0,2.0,Hợp đồng mua bán,Full nội thất CĐT,Chung cư,1,0,0,1,1,1,1,1,1,0,0,0,
N03-T3&T4 Ngoại Giao Đoàn,,Xuân Đỉnh,Bắc Từ Liêm,Nội thành,Tin thường,39084543,130.0,65.4,Đông,Tây - Bắc,3.0,3.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,1,0,Trung
Sky Central,Định Công,Định Công,Hoàng Mai,Nội thành,Tin thường,39191202,69.0,49.3,Tây - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng.,Đầy đủ.,Chung cư,0,0,0,0,0,0,0,1,1,0,0,0,
Gold Tower,Nguyễn Trãi,Thanh Xuân Trung,Thanh Xuân,Nội thành,Tin thường,39185078,129.0,53.5,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,1,0,
Mandarin Garden,,,Cầu Giấy,Nội thành,Tin thường,38757968,145.0,Thỏa thuận,Đông - Bắc,Tây - Nam,4.0,4.0,Sổ đỏ/ Sổ hồng,,Chung cư,0,0,0,1,1,0,0,1,0,0,1,0,
Chelsea Residences,Trần Kim Xuyến,Yên Hòa,Cầu Giấy,Nội thành,Tin thường,39155966,98.0,66.3,Đông - Nam,Tây - Bắc,3.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
D22 Bộ Tư Lệnh Biên Phòng,Trần Bình,Mai Dịch,Cầu Giấy,Nội thành,Tin thường,39139888,80.0,42.5,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,Trung
Rice City Linh Đàm,,Hoàng Liệt,Hoàng Mai,Nội thành,Tin thường,39182611,68.0,43.4,,,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,1,1,0,0,0,1,0,1,0,0,0,1,
The Sparks,,Dương Nội,Hà Đông,Nội thành,Tin thường,39084819,86.0,33.7,Đông - Bắc,Đông - Nam,2.0,2.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,1,0,0,0,
Chung cư Đường Giải Phóng,Giải Phóng,Giáp Bát,Hoàng Mai,Nội thành,Tin thường,38902834,35.0,19.4,Bắc,Nam,1.0,1.0,Sổ đỏ/ Sổ hồng,Đầy đủ,Chung cư,0,0,0,0,0,0,0,1,0,0,0,0,
Xuân Mai Complex,Tố Hữu,Yên Nghĩa,Hà Đông,Nội thành,Tin thường,39180896,62.0,36.3,Đông - Bắc,Tây - Nam,2.0,2.0,,Đầy đủ,Chung cư,0,0,0,0,0,0,0,0,0,0,0,0,
Bình Minh Garden,Đức Giang,Đức Giang,Long Biên,Nội thành,Tin thường,39096127,73.75,43.4,Tây - Bắc,Đông - Nam,2.0,2.0,Hợp đồng mua bán,Đầy đủ,Chung cư,1,1,0,0,0,1,0,0,0,0,0,0,
Grandeur Palace,Giảng Võ,Kim Mã,Ba Đình,Ngoại thành,Tin thường,32857962,128.0,117.2,,,3.0,,,,Chung cư,0,0,0,0,1,1,0,0,1,0,1,0,
