Đường/Phố,Phường/Xã,Quận/Huyện,Phân loại quận,Loại tin,Mã tin,Diện tích,Mức giá,Mặt tiền,Đường vào,Hướng ban công,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Loại hình,Nhóm 1-Trường học,Nhóm 1- Chợ/Siêu thị,Nhóm 1-Bệnh viện,Công viên,Loại ngõ,Vỉa hè,Bán gấp,Sân phơi,Nhà thoáng,Gần hồ,An ninh,Hiện đại,Chỗ để xe,Thang máy,Lô góc,Hỗ trợ vay
Kim Ngưu,Thanh Nhàn,Hai Bà Trưng,Nội thành,Tin thường,39202816,42.0,Thỏa thuận,4.5,,,,5.0,3.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,1,1,0,,0,1,1,0,0,0,1,0,1,0,0
Lê Đức Thọ,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39221641,127.0,Thỏa thuận,5.0,3.0,,,6.0,18.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Chung cư mini,1,0,0,0,,0,0,0,1,0,0,0,0,1,0,0
Quốc lộ 32,Di Trạch,Hoài Đức,Ngoại thành,Tin thường,39174204,100.0,Thỏa thuận,5.0,12.0,Nam,Nam,4.0,4.0,4.0,Khác,Khác,Biệt thự,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0
,,Long Biên,Nội thành,Tin VIP Bạc,38828337,135.0,Thỏa thuận,7.5,31.0,,,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
Trần Hữu Dực,Phương Canh,Nam Từ Liêm,Nội thành,Tin thường,30038593,126.0,Thỏa thuận,,,,Tây - Bắc,3.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Thái Hà,Trung Liệt,Đống Đa,Nội thành,Tin thường,39228358,125.0,Thỏa thuận,,,,,9.0,30.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Chung cư mini,0,0,0,0,,0,0,0,1,0,0,1,0,1,0,0
,Thanh Lâm,Mê Linh,Ngoại thành,Tin thường,39156424,250.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,0,0,0,1,,0,0,0,0,1,0,0,0,0,0,1
Nguyên Xá,Minh Khai,Bắc Từ Liêm,Nội thành,Tin VIP Bạc,39234846,31.0,Thỏa thuận,4.25,,,,5.0,3.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,,0,0,0,1,0,0,1,0,0,1,1
Trần Quốc Hoàn,Dịch Vọng,Cầu Giấy,Nội thành,Tin thường,39161237,64.0,Thỏa thuận,,,,,,,,Khác,Khác,Nhà riêng,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
"Vành Đai 2,5",Thịnh Liệt,Hoàng Mai,Nội thành,Tin thường,36935808,68.0,Thỏa thuận,5.0,10.0,,,5.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,1,0,0,0,1,1,1,0,0,0,0
179,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,39193769,150.0,Thỏa thuận,10.0,13.0,Đông - Nam,Tây - Bắc,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Kiến Hưng,Hà Đông,Nội thành,Tin thường,39159974,182.0,Thỏa thuận,,17.0,,,,,,Hợp đồng mua bán,Khác,Biệt thự,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,1
Tulip 3,Việt Hưng,Long Biên,Nội thành,Tin VIP Bạc,29224617,185.0,Thỏa thuận,,,Đông - Nam,Tây - Bắc,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0
,Phùng,Đan Phượng,Ngoại thành,Tin thường,39178339,400.0,Thỏa thuận,12.0,13.0,Đông - Nam,Đông - Nam,4.0,8.0,7.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,1,,1,0,0,1,0,0,0,0,0,0,0
Hồ Rùa,Khương Mai,Thanh Xuân,Nội thành,Tin thường,38365257,100.0,Thỏa thuận,5.5,12.0,Tây - Bắc,Tây - Bắc,6.0,4.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,Nhỏ,0,0,1,1,1,0,0,1,1,0,0
,Trâu Quỳ,Gia Lâm,Ngoại thành,Tin thường,39113340,75.0,Thỏa thuận,5.0,,Đông - Nam,Đông - Nam,5.0,4.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,1,1,1,,0,0,0,0,1,0,0,0,0,0,0
,Đại Mỗ,Nam Từ Liêm,Nội thành,Tin thường,39166522,40.0,Thỏa thuận,,,,,,,,Khác,Khác,Nhà riêng,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Anh Đào,Phúc Lợi,Long Biên,Nội thành,Tin thường,38320521,381.0,Thỏa thuận,14.0,20.0,Tây - Bắc,Tây - Bắc,4.0,5.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,1
Lạc Long Quân,Phú Thượng,Tây Hồ,Nội thành,Tin thường,38923242,180.0,Thỏa thuận,,,,,,5.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Biệt thự,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0
Nguyễn Xiển,Tân Triều,Thanh Trì,Ngoại thành,Tin thường,37926649,93.0,Thỏa thuận,6.0,13.5,,Đông - Nam,6.0,8.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Chưa có nội thất,Biệt thự,1,0,0,1,,0,1,0,1,0,0,0,0,0,0,0
Nguyễn Văn Huyên,Xuân La,Tây Hồ,Nội thành,Tin thường,39236634,154.0,Thỏa thuận,8.0,13.5,,Bắc,5.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0
Bằng Lăng,Phúc Lợi,Long Biên,Nội thành,Tin thường,38774084,1500.0,Thỏa thuận,16.0,15.0,,,3.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,39159795,145.0,Thỏa thuận,9.4,13.0,,Đông - Nam,4.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Chưa có nội thất,Biệt thự,1,0,1,1,,0,0,0,1,0,0,0,0,0,0,0
,Yên Nghĩa,Hà Đông,Nội thành,Tin thường,38486089,30.0,Thỏa thuận,6.0,6.0,,,5.0,3.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,1,1,0,0,,0,1,0,0,0,0,1,0,0,0,0
Ngô Miễn,Kim Hoa,Mê Linh,Ngoại thành,Tin thường,38060103,300.0,Thỏa thuận,5.0,24.0,,Tây - Nam,3.0,,,Khác,Khác,Biệt thự,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,1
Tân Mai,Hoàng Văn Thụ,Hoàng Mai,Nội thành,Tin thường,39214650,107.5,Thỏa thuận,,13.5,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,0,0,0,,0,1,0,0,0,0,0,0,0,0,0
Nhật Chiêu,Nhật Tân,Tây Hồ,Nội thành,Tin thường,37603237,115.0,Thỏa thuận,,,,,,,,Khác,Khác,Nhà riêng,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Tu Hoàng,Phương Canh,Nam Từ Liêm,Nội thành,Tin VIP Bạc,38931062,40.0,Thỏa thuận,,,,,4.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,1,0,1,,0,0,0,0,0,1,0,0,0,0,1
Phùng Hưng,Phúc La,Hà Đông,Nội thành,Tin thường,39018597,226.0,Thỏa thuận,,40.0,,,3.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,1,0,0,0,0,0,0,0,1,0
,Dương Nội,Hà Đông,Nội thành,Tin thường,39101904,202.0,Thỏa thuận,,,,Tây - Nam,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,1,0,0,,0,1,0,0,0,0,0,0,0,0,0
,La Khê,Hà Đông,Nội thành,Tin VIP Bạc,29358936,65.0,Thỏa thuận,6.5,14.0,Tây - Bắc,Tây - Bắc,6.0,10.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất thô,Biệt thự,0,0,0,0,,0,1,0,0,0,0,0,0,1,0,0
,Xuân Phương,Nam Từ Liêm,Nội thành,Tin thường,39094192,90.0,Thỏa thuận,6.0,40.0,Đông - Nam,Tây - Bắc,4.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Xã Đàn,Ô Chợ Dừa,Đống Đa,Nội thành,Tin thường,39168122,110.0,Thỏa thuận,,,,,5.0,6.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,0
,Văn Quán,Hà Đông,Nội thành,Tin thường,39212919,42.0,Thỏa thuận,5.0,6.0,,,4.0,4.0,5.0,Khác,Full nội thất,Nhà riêng,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0
Nguyễn Lam,Phúc Đồng,Long Biên,Nội thành,Tin thường,30760074,105.0,Thỏa thuận,6.4,31.0,,,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
Chu Huy Mân,Phúc Đồng,Long Biên,Nội thành,Tin thường,39200696,90.0,Thỏa thuận,5.0,15.0,,,5.0,5.0,6.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,1,1,0,0,Nhỏ,1,0,0,0,0,0,0,0,0,0,0
Mễ Trì Thượng,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,39080514,80.0,Thỏa thuận,,,,,,14.0,14.0,Khác,Khác,Chung cư mini,0,0,1,0,,0,0,0,0,1,0,0,0,0,0,0
Quốc lộ 32,Di Trạch,Hoài Đức,Ngoại thành,Tin thường,38039887,100.0,Thỏa thuận,,,,,4.0,,,Khác,Khác,Biệt thự,0,0,0,1,,0,1,0,0,0,0,0,0,0,0,0
Lạc Long Quân,Xuân La,Tây Hồ,Nội thành,Tin thường,38910916,43.0,Thỏa thuận,4.0,,,,5.0,,,Khác,Khác,Nhà riêng,1,1,0,0,,0,0,0,1,0,1,0,0,0,1,0
Đại lộ Thăng Long,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39182234,30.0,Thỏa thuận,3.0,2.5,,,5.0,3.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,1,1,0,0,,0,0,0,0,0,1,1,0,0,0,1
Tân Mai,Hoàng Văn Thụ,Hoàng Mai,Nội thành,Tin thường,33327348,93.0,Thỏa thuận,,,,,5.0,5.0,4.0,Hợp đồng mua bán,Khác,Biệt thự,0,0,0,1,,0,0,0,1,1,0,0,0,0,0,0
Hoàng Ngân,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,38105409,65.0,Thỏa thuận,,,,,6.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,1,0,1,1,Nhỏ,1,0,0,0,0,0,1,1,0,0,0
Lạc Long Quân,Phú Thượng,Tây Hồ,Nội thành,Tin thường,36513499,140.0,Thỏa thuận,7.0,,,Nam,3.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,1,,0,0,0,1,0,0,0,1,0,0,0
Láng,Láng Hạ,Đống Đa,Nội thành,Tin thường,39206961,55.0,Thỏa thuận,,,,,6.0,5.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Tố Hữu,Vạn Phúc,Hà Đông,Nội thành,Tin thường,32763444,91.0,Thỏa thuận,6.5,22.0,,,6.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0
Tố Hữu,Dương Nội,Hà Đông,Nội thành,Tin thường,37953464,198.0,Thỏa thuận,,27.0,,Đông - Bắc,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0
,An Khánh,Hoài Đức,Ngoại thành,Tin thường,26214994,380.0,Thỏa thuận,13.0,16.0,,Tây - Bắc,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,0
Tố Hữu,La Khê,Hà Đông,Nội thành,Tin thường,36671008,306.0,Thỏa thuận,,,,Tây - Bắc,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,1,1,0,0,,0,0,0,1,1,0,0,0,0,1,0
,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,37536638,211.0,Thỏa thuận,18.0,30.0,Tây - Bắc,Tây - Nam,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,1,0,0,0,0,0,0
Nguyễn Chánh,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,39008964,93.0,Thỏa thuận,,,,Đông - Bắc,,,,Khác,Khác,Biệt thự,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Hoàng Cầu,Ô Chợ Dừa,Đống Đa,Nội thành,Tin thường,39188574,60.0,Thỏa thuận,6.0,6.0,,,6.0,4.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,,1,0,0,0,1,0,1,1,1,0,0
Tố Hữu,Vạn Phúc,Hà Đông,Nội thành,Tin thường,38021067,170.0,Thỏa thuận,,,,,4.0,6.0,5.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,1,0,0,0,,0,0,0,1,0,0,0,0,0,0,0
Phạm Tuấn Tài,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,38426676,70.0,Thỏa thuận,5.0,,,,5.0,5.0,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Nhà riêng,0,1,0,1,Nhỏ,1,0,0,0,0,0,0,0,0,0,0
Cầu Đất,Chương Dương,Hoàn Kiếm,Nội thành,Tin thường,39207634,123.0,Thỏa thuận,4.3,2.0,,,2.0,3.0,2.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Chung cư mini,0,0,0,0,,0,0,0,0,1,1,0,1,0,0,0
23B,Võng La,Đông Anh,Ngoại thành,Tin thường,39079443,61.0,Thỏa thuận,,,,,1.0,2.0,1.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,1,1,0,,0,1,0,0,0,0,0,0,0,0,0
Trần Vỹ,Mai Dịch,Cầu Giấy,Nội thành,Tin thường,39137591,88.0,Thỏa thuận,6.0,10.0,,,8.0,8.0,8.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,1,0,1,Nhỏ,1,0,0,0,1,1,0,1,1,1,1
,La Khê,Hà Đông,Nội thành,Tin thường,17672055,82.5,Thỏa thuận,5.0,12.0,,Tây - Bắc,4.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cao cấp,Biệt thự,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0
Tố Hữu,Vạn Phúc,Hà Đông,Nội thành,Tin thường,28985909,104.0,Thỏa thuận,8.0,40.0,Đông - Nam,Đông - Nam,6.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,1,0,0,1,0,0,1,0
Hoàng Đôn Hòa,Phú La,Hà Đông,Nội thành,Tin thường,38790614,107.0,Thỏa thuận,5.0,,,,5.0,5.0,5.0,Khác,Khác,Biệt thự,0,0,0,1,,0,0,1,1,0,0,1,1,1,0,0
Lương Thế Vinh,Mễ Trì,Nam Từ Liêm,Nội thành,Tin thường,38368539,120.0,Thỏa thuận,6.5,40.0,Tây - Nam,Tây - Nam,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,39028686,70.0,Thỏa thuận,,,Đông - Nam,Đông - Nam,5.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Chưa có nội thất,Biệt thự,0,0,0,1,,0,1,0,1,0,0,0,0,0,0,0
Lý Thánh Tông,Trâu Quỳ,Gia Lâm,Ngoại thành,Tin thường,39188140,62.0,Thỏa thuận,6.0,30.0,Tây - Bắc,Đông - Nam,5.0,,,Hợp đồng mua bán,Nội thất cơ bản,Biệt thự,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0
,,Hoàng Mai,Nội thành,Tin VIP Bạc,37449206,280.0,Thỏa thuận,,30.0,,Đông - Nam,4.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,1,0,0,0,0,0,0,0,0,1,0
Cao tốc Thăng Long Nội Bài,Quang Minh,Mê Linh,Ngoại thành,Tin thường,38052593,200.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
,Kiến Hưng,Hà Đông,Nội thành,Tin VIP Bạc,39158855,90.0,Thỏa thuận,5.0,25.0,Nam,Nam,,,,Khác,Khác,Biệt thự,1,0,0,0,,0,0,0,1,1,0,0,0,0,1,1
Tố Hữu,La Khê,Hà Đông,Nội thành,Tin thường,39101934,291.0,Thỏa thuận,,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,1,,0,0,0,0,1,0,0,1,0,0,0
Nguyễn Duy Trinh,Đại Kim,Hoàng Mai,Nội thành,Tin thường,37803903,256.0,Thỏa thuận,13.0,30.0,,,5.0,6.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,Nhỏ,1,0,1,1,1,0,1,1,1,0,0
,Thanh Lâm,Mê Linh,Ngoại thành,Tin thường,39118026,125.0,Thỏa thuận,6.0,30.0,Đông - Nam,,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
179,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,39066049,150.0,Thỏa thuận,10.0,13.0,Đông - Nam,Tây - Bắc,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,1,,0,1,0,0,1,0,0,0,0,0,0
Tú Mỡ,Trung Hòa,Cầu Giấy,Nội thành,Tin thường,39174481,52.0,Thỏa thuận,3.8,2.0,,,5.0,9.0,,Khác,Khác,Chung cư mini,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Thái Thịnh,Trung Liệt,Đống Đa,Nội thành,Tin thường,39180409,45.0,Thỏa thuận,,,,,5.0,4.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Nhà riêng,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
Láng Hòa Lạc,An Khánh,Hoài Đức,Ngoại thành,Tin thường,39219104,286.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,1,0,1,1,0,0,0,0,1,1
Nguyễn Văn Cừ,Bồ Đề,Long Biên,Nội thành,Tin thường,39221720,102.0,Thỏa thuận,,,,,6.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,0,0,0,0,,0,0,0,0,0,1,0,1,1,0,0
Lê Trọng Tấn,Dương Nội,Hà Đông,Nội thành,Tin thường,39178365,90.0,Thỏa thuận,6.0,,,,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,1,0,1,0,0,0,0,0,0,0
Khúc Thừa Dụ,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,36925440,66.0,Thỏa thuận,5.0,,,,6.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Nhà riêng,1,1,0,1,Nhỏ,0,0,0,1,1,1,0,1,0,0,1
Nguyễn Đổng Chi,Mỹ Đình 2,Nam Từ Liêm,Nội thành,Tin thường,39112612,39.0,Thỏa thuận,,,,,,,,Khác,Khác,Nhà riêng,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Cổ Loa,Uy Nỗ,Đông Anh,Ngoại thành,Tin thường,38365657,70.0,Thỏa thuận,,,,Đông - Nam,,,,Khác,Khác,Biệt thự,1,1,0,1,,0,0,0,0,0,0,0,0,0,0,0
,Phùng,Đan Phượng,Ngoại thành,Tin thường,39177298,200.0,Thỏa thuận,8.0,13.0,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0
Chiến Thắng,Văn Quán,Hà Đông,Nội thành,Tin thường,39235349,80.0,Thỏa thuận,8.0,12.0,,,7.0,23.0,23.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,0,0,0,Nhỏ,1,0,0,0,1,1,1,0,1,0,1
,An Khánh,Hoài Đức,Ngoại thành,Tin thường,38871096,278.1,Thỏa thuận,,,,,4.0,,,Khác,Khác,Biệt thự,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0
Vọng,Đồng Tâm,Hai Bà Trưng,Nội thành,Tin thường,38951196,58.0,Thỏa thuận,5.0,6.0,,,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,0,1,0,,0,0,0,0,0,1,0,0,0,0,0
Phùng Chí Kiên,Nghĩa Đô,Cầu Giấy,Nội thành,Tin thường,39144331,52.0,Thỏa thuận,4.5,4.0,Đông - Nam,Đông - Nam,7.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,1,0,0,,0,1,0,0,0,1,1,0,1,0,0
Nguyễn Văn Huyên,Xuân La,Tây Hồ,Nội thành,Tin thường,39232137,300.0,Thỏa thuận,,,,,3.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0
Phùng Chí Kiên,Quan Hoa,Cầu Giấy,Nội thành,Tin thường,39217452,45.0,Thỏa thuận,4.1,,,,5.0,,,Khác,Khác,Nhà riêng,0,0,0,0,,1,0,0,1,0,1,0,1,0,0,0
Xuân Thủy,Dịch Vọng Hậu,Cầu Giấy,Nội thành,Tin thường,37693561,36.0,Thỏa thuận,4.0,3.0,,,5.0,4.0,4.0,Khác,Full nội thất,Nhà riêng,1,1,0,1,,0,0,0,1,0,0,0,0,0,0,0
Thái Hà,Trung Liệt,Đống Đa,Nội thành,Tin thường,39193574,131.0,Thỏa thuận,6.0,,,,8.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,0
Hải Âu 1,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,38829453,280.0,Thỏa thuận,14.0,,,,4.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Biệt thự,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0
Phùng Chí Kiên,Nghĩa Đô,Cầu Giấy,Nội thành,Tin thường,38972399,42.0,Thỏa thuận,5.0,3.5,,,3.0,2.0,2.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,1,0,1,1,,0,0,0,0,0,1,0,0,0,0,0
Nguyễn Xiển,Hạ Đình,Thanh Xuân,Nội thành,Tin thường,38931154,81.0,Thỏa thuận,5.6,6.0,,,1.0,2.0,1.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Nội thất cơ bản,Nhà riêng,1,1,0,0,,1,0,0,1,0,0,0,0,1,0,0
Lạc Long Quân,Phú Thượng,Tây Hồ,Nội thành,Tin thường,38873177,180.0,Thỏa thuận,9.0,,,Bắc,3.0,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,0,0,0,,1,0,0,1,0,0,0,0,0,0,0
,Kiến Hưng,Hà Đông,Nội thành,Tin thường,34191254,90.0,Thỏa thuận,5.0,14.0,Tây - Nam,Đông - Bắc,,,,Khác,Khác,Biệt thự,1,0,0,1,,0,1,0,1,0,0,0,0,0,0,1
Sao Biển 21,Dương Xá,Gia Lâm,Ngoại thành,Tin thường,38844235,148.5,Thỏa thuận,8.3,,,,,,,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Khác,Biệt thự,0,1,0,0,,0,0,0,0,1,0,0,0,0,0,0
Trịnh Văn Bô,Xuân Phương,Nam Từ Liêm,Nội thành,Tin thường,38527178,90.0,Thỏa thuận,,,,Đông - Nam,4.0,4.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,0,Nhỏ,0,0,1,0,0,1,0,0,0,0,0
Nguyễn Xiển,Đại Kim,Hoàng Mai,Nội thành,Tin thường,36711215,160.0,Thỏa thuận,,,,,,,,Khác,Khác,Biệt thự,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0
Xa La,Kiến Hưng,Hà Đông,Nội thành,Tin thường,39089526,50.0,Thỏa thuận,,5.0,Tây - Nam,Tây - Nam,4.0,4.0,3.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Nhà riêng,0,1,0,0,,0,0,0,1,0,1,0,1,0,0,0
Lê Trọng Tấn,An Khánh,Hoài Đức,Ngoại thành,Tin VIP Bạc,39235890,386.0,Thỏa thuận,18.0,10.5,,Đông,3.0,5.0,4.0,"Sổ đỏ, sổ hồng, pháp lý đầy đủ",Full nội thất,Biệt thự,0,0,0,1,,0,0,0,1,1,0,0,0,1,1,0
,Yên Nghĩa,Hà Đông,Nội thành,Tin thường,38319347,250.0,Thỏa thuận,10.0,30.0,,,,,,Khác,Khác,Biệt thự,1,0,1,1,,0,0,0,0,0,0,0,0,0,0,1
Bạch Mai,Bạch Mai,Hai Bà Trưng,Nội thành,Tin thường,37538614,31.0,Thỏa thuận,,,,,4.0,3.0,,Khác,Khác,Nhà riêng,1,1,1,0,Rộng,0,0,0,0,0,0,0,0,0,0,0
